1,1,Exp01,cvsp_1_0,1_000_CYC,0,0,0,0,0,13068,725,419,1.175234889,0.816808375,1,0.678645617,0.36830652,170.9814617,174.9285568,47.88527958,17.73252021,16.03121954,105.4876797,98.64075663,-21.90770545,667.736,0.921254847,0.543349341,0.038449526,0.19097422,0.084227161,0.025451229,0.009814378,0.004776716,0.035315928,0.032976985,0.006725954,0.004933082,0.005541136,0.016916784,0.014308201,0.010835042,0.015528859,0.013651257,0.012436172,0.002735353,0.002347431,0.007229516,0.010046938,0.012646912,0.00236722,0.008111457,0.004585712,0.008579467,0.003776674,0.002817344,0.001109124,-0.311585965,3.748162242,87.46656337,0.006012933,0.000574301,0.580189466,0.005849636,0.010198046,0.005408604,0.006693187,0.006576718,0.00513642,0.00510651,0.000113574,0.000914581,0.007157468,710.317686,420.7516834,710.838996,420.4970156,773,383,1.733375407,12785,12785,-0.108132341,0.854831733,15152.84785,70.98573227,192.8226905,100.0567155,720.462,0.821024917,-0.161749617,169,141.015625,0,310.640625,0,21.25220577,88.46099831,7825.348222,1,1,0.098701221,0.462390255,0.890613134,0.76159723,0.297365251,2.684327793,0.409683862,-0.43708157,0.881585449,0.802499407,6.108676738,2.320282509,7.991827744,2.113308612
2,1,Exp01,cvsp_1_1,1_000_CYC,0,0,0,0,0,12307,758,289,1.178886524,0.82163204,1,0.708602027,0.178353537,166.6838446,166.1926593,43.8634244,16.09014824,14.31782106,102.5228599,95.01283125,10.02056745,931.194,0.896195157,0.566950857,0.015773547,0.187195599,0.09626399,0.007766286,0.009329009,0.003204562,0.033846142,0.030372056,0.001765002,0.007188096,0.00397869,0.014645139,0.02360197,0.00596531,0.008749274,0.005122016,0.002413032,0.004710098,0.003582964,0.013645112,0.010110355,0.012005148,0.007219094,0.002811468,0.002346959,0.001683636,0.007130631,0.002606467,0.002995975,-0.071003756,4.295068974,70.60573629,0.005268552,0.000428464,1.033571901,0.005274529,0.00787226,0.004925538,0.005737039,0.005629838,0.004658659,0.004658659,8.11E-05,0.000602307,0.006157649,750.3695034,288.5500031,749.4336556,288.9887056,805,305,1.754329836,11266,11266,0.097231436,0.829924779,14266.03104,57.96422499,180.4421824,100.6642384,638.048,0.756589772,-0.122896796,196,70.56,576,121,336,13.84052022,93.10532035,8668.600678,1,1,0.084144951,0.48292188,0.89406726,0.766633994,0.291719013,2.767920538,0.740311,-0.435406545,0.886448908,0.785931688,6.524518093,2.39354922,8.634586553,2.278483101
3,1,Exp01,cvsp_1_10,1_000_CYC,0,0,0,0,0,10298,678,407,1.258245146,0.867198289,1,0.599348155,0.390465226,162.3101473,162.6099628,40,15.61388491,14.2126704,83.43860018,80.82444438,-53.51220054,575.692,0.95136034,0.495870994,0.011705275,0.18593094,0.093005293,0.005445848,0.010384351,0.02385435,0.047784137,0.033462176,0.000886922,0.003958847,0.007800162,0.007337162,0.011199147,0.012743706,0.013719313,0.002562389,0.003280685,0.001127142,0.005439141,0.017140216,0.014052819,0.012563251,0.001207006,0.006111651,0.002385462,0.001109413,0.005202347,0.000723165,0.003363151,-0.342676161,3.774260186,91.31694481,0.007616887,0.001099664,0.73730277,0.007078349,0.014838044,0.006343294,0.008867445,0.008600044,0.005946437,0.005946437,0.00015567,0.001735564,0.009854339,684.180404,398.7673407,684.8653137,398.4943678,651,453,2.008181418,7085,7085,-0.071242727,0.945675939,7701.297665,48.23820163,173.6686106,56.46153727,437.514,0.868632379,-0.019599981,196,45.5625,169,12.25,182,7.603453163,70.39709825,4955.751443,1,1,0.091501055,0.453403566,0.90511498,0.745883751,0.279736174,2.73477623,0.369789956,-0.457760844,0.896008812,0.795299838,6.470623987,2.387568855,9.103472544,2.387812614
4,1,Exp01,cvsp_1_100,1_000_CYC,0,0,0,0,0,11180,1068,738,1.187021866,0.818548999,1,0.616793556,0.346717455,159.1175645,170.6604817,44.40720662,15.87915227,14.2126704,102.5611676,91.4029706,78.50907481,636.558,0.907725409,0.48874912,0.019598619,0.203626647,0.071613395,0.010012377,0.005054286,0.021949576,0.036369493,0.032095369,0.001367038,0.006225227,0.004673303,0.020762054,0.013250933,0.02213314,0.014327707,0.006312498,0.00768946,0.00252019,0.002081672,0.018258476,0.011844176,0.004554445,0.005727683,0.007783586,0.003570265,0.000961775,0.002153669,0.003220977,0.001581331,-0.215695493,4.37729498,101.7079768,0.007777219,0.001184449,1.546777998,0.007360115,0.013351383,0.006672706,0.009097315,0.009211428,0.006335842,0.006335842,0.000158824,0.001513444,0.010200121,1067.613266,732.616819,1067.175224,731.1333631,1079,796,1.740835811,11640,11640,-0.287910955,0.880079333,12241.19655,86.69580537,181.1754889,86.02695439,539.934,0.892946185,-0.170285908,784,36,121,55.18367347,308,9.549014267,95.70190432,9158.854491,1,1,0.060949641,0.614402404,0.892116736,0.825498403,0.322349989,2.996499536,0.51944962,-0.41055284,0.88733838,0.737188996,7.554220261,2.52390466,10.77564903,2.850505529
5,1,Exp01,cvsp_1_11,1_000_CYC,0,0,0,0,0,9148,617,378,1.463195887,0.913754716,1,0.558588264,0.403343208,170.7325498,170.9064071,35.51056181,13.3650304,12.20655562,76.27127698,69.36288383,63.42067012,533.864,0.913293066,0.398767344,0.013844328,0.165135383,0.083799085,0.003969072,0.01127273,0.046368486,0.052933166,0.035591144,0.005900517,0.009194585,0.00777177,0.011637912,0.006267948,0.023772366,0.017420196,0.002262762,0.005285617,0.006305547,0.005182108,0.011208983,0.005659975,0.001046019,0.009155639,0.009223142,0.002430802,0.002009233,0.002898596,0.003001811,0.003571865,-0.156261943,2.835481139,53.73084211,0.005446286,0.00040889,0.545465184,0.005438924,0.007881667,0.004957135,0.005873507,0.005853792,0.004664205,0.004664205,0.000110162,0.000590345,0.006263204,620.1871525,377.1200832,620.1162003,376.5792523,639,424,2.461439611,3483,3483,0.206869858,0.91222583,3530.063488,19.0956852,104.7417533,42.91141105,270.126,0.93253012,0.206869858,100,100,16,16,40,10.77032961,101.0834341,10217.86065,1,1,0.0728696,0.642107691,0.847626774,0.844742491,0.33899225,2.902681523,0.888699405,-0.359348979,0.848882452,0.733875245,7.24835697,2.405529687,7.781971531,2.083990853
6,1,Exp01,cvsp_1_12,1_000_CYC,0,0,0,0,0,13346,724,438,1.334509794,0.88327553,1,0.720354078,0.303981811,192.4548974,192.5123373,43.41658669,16.49062991,15.03329638,95.15787847,90.23330285,83.63331042,742.774,0.902031023,0.458505031,0.017628598,0.176599654,0.09000031,0.002162218,0.018612667,0.030224755,0.053799814,0.030168073,0.008374131,0.014845743,0.012067309,0.001270296,0.002029092,0.012781377,0.012201164,0.002652977,0.007210795,0.008983793,0.005649699,0.012807313,0.00922954,0.011532975,0.003100214,0.006022917,0.004616197,0.005354271,0.002216624,0.001345583,0.001996748,-0.321533782,4.897228992,117.4025958,0.007635101,0.001016547,1.009386553,0.007220451,0.015061513,0.006503624,0.008796838,0.008535612,0.006065239,0.006065239,0.000164287,0.001617532,0.009730088,724.4070451,418.6775256,723.9396823,417.7828563,726,348,2.132858837,9079,9079,0.004712492,0.914090533,10769.62831,61.72077635,183.8884877,74.56865198,490.068,0.817670104,-0.20508993,900,1008.0625,324,264.0625,540,35.66686137,90.38744648,8169.89048,1,1,0.103251928,0.420036115,0.89842547,0.725184789,0.26851305,2.632341679,0.282388946,-0.45563784,0.88801729,0.808447829,6.042867237,2.310428082,7.850403901,2.065698411
7,1,Exp01,cvsp_1_13,1_000_CYC,0,0,0,0,0,11939,549,286,1.328905096,0.886947345,1,0.545284311,0.330995822,182.1371145,185.0432382,39.44616585,15.76162027,14.31782106,88.16853042,84.12376963,-44.14591111,673.252,0.905910919,0.443947517,0.007881832,0.181754544,0.084846926,0.00658383,0.006200707,0.028798737,0.058712628,0.029386052,0.002155858,0.003407359,0.003799203,0.000311091,0.004584533,0.01697466,0.013238743,0.002946854,0.002698869,0.003133503,0.001889422,0.010001831,0.010972904,0.01217374,0.004097377,0.007143469,0.001968232,0.003246197,0.002591043,0.001398927,0.001409308,-0.28791108,4.25662771,95.24524242,0.006944254,0.000894614,1.859705871,0.006680867,0.015016787,0.00603777,0.007977657,0.007682499,0.005768865,0.005683845,0.00013428,0.001467147,0.008803447,562.7957206,267.9091021,561.831728,269.4994556,511,318,2.165108807,5610,5610,-0.055653498,0.918866407,5913.580328,37.24638272,138.1398395,54.50566869,363.406,0.890758971,-0.211693501,49,177.7777778,484,324,154,22.40039682,80.71064272,6514.207848,1,1,0.150270499,0.319557067,0.898574538,0.646134891,0.23285868,2.327477036,0.28308583,-0.491915573,0.883747663,0.855288168,5.085273346,2.076202975,5.98174232,1.574506511
8,1,Exp01,cvsp_1_14,1_000_CYC,0,0,0,0,0,12114,602,359,1.210754441,0.835474198,1,0.615423694,0.302298468,169.0607061,168.9644933,42.63801121,16.53334197,15,103.1368582,92.90387496,-56.46558958,709.628,0.892342823,0.539210116,0.041271291,0.180868398,0.09153663,0.034241468,0.011844205,0.002153443,0.042060085,0.026392605,0.001349552,0.003515855,0.000730576,0.005552144,0.015023878,0.007812221,0.008610626,0.015185852,0.011454037,0.003763486,0.002214254,0.005205301,0.005713581,0.013644548,0.003494344,0.003301093,0.009579023,0.006786625,0.01031123,0.001681882,0.003038152,-0.279046127,4.437540918,103.7575951,0.007165103,0.001185986,2.535925051,0.007099188,0.013939576,0.006303325,0.008565098,0.008189349,0.006005093,0.00597323,0.000156659,0.00174487,0.009662091,588.5899402,371.588192,588.3849265,374.1158164,615,317,1.819737941,6950,6950,0.134060866,0.892682716,7295.825639,49.49303296,143.5672596,64.70370573,436.17,0.867665418,-0.098847297,289,56.25,729,1190.25,459,35.30580689,81.30164337,6609.957215,1,1,0.084385921,0.408571674,0.933617121,0.716797007,0.26399799,2.774594772,0.352589957,-0.50627121,0.920622367,0.812720089,6.396890836,2.459050928,11.90096774,3.076655424
10,1,Exp01,cvsp_1_16,1_000_CYC,0,0,0,0,0,10392,582,287,1.194180021,0.816410455,1,0.579587284,0.204041342,153.6713393,163.2298992,38.94868419,14.70117634,13.15294644,100.7048257,88.74090342,14.34726041,800.01,0.885442849,0.496603564,0.015533537,0.201128975,0.073171312,0.016310069,0.004226538,0.014833331,0.040994585,0.030843542,0.003711053,0.008866256,0.002464633,0.020769265,0.011867952,0.017172945,0.015805365,0.006630898,0.007919177,0.003088302,0.000801161,0.010664753,0.01121267,0.011867875,0.006641206,0.009406163,0.006326666,0.005098589,0.002866427,0.000614264,0.000567601,-0.396732203,3.797830808,64.21306228,0.005548526,0.000549696,0.507536028,0.005518046,0.009056916,0.005146112,0.006179086,0.006051593,0.004876087,0.004835569,9.32E-05,0.00081396,0.006646002,579.0756902,280.7119246,579.5419554,280.5114511,649,288,1.731685541,6250,6250,-0.148512755,0.969803113,7383.922221,31.89204739,196.3370981,47.88448978,478.654,0.757438042,-0.081932775,256,60.84,1764,1.96,672,7.924645102,86.06390589,7406.995898,1,1,0.091371601,0.472077139,0.9029651,0.770031786,0.306599137,2.747617706,0.527234114,-0.455667719,0.895861938,0.803133789,6.232623544,2.377500008,9.257658083,2.436977502
13,1,Exp01,cvsp_1_19,1_000_CYC,0,0,0,0,0,9396,477,163,1.313794332,0.88123194,1,0.633110976,0.618598217,160.0070167,159.0628806,37.80211634,14.54585004,13.41640786,81.27400931,75.63277416,66.4371439,436.89,0.938005391,0.472841341,0.023375138,0.176793483,0.093233362,0.012042277,0.012461326,0.031208872,0.047618544,0.03574357,0.002403078,0.013257725,0.006109657,0.000319655,0.006457685,0.01495133,0.016055977,0.006105923,0.008563683,0.00539359,0.002244512,0.01597475,0.010376527,0.010736036,0.00249771,0.007950158,0.004016319,0.004595552,0.005218172,0.001248892,0.00050495,-0.415459157,2.74605941,70.86426023,0.006108411,0.001168807,2.14910562,0.006147942,0.012954284,0.005448531,0.00754196,0.007226897,0.004996997,0.004996997,0.000214491,0.001697815,0.008498989,468.6406488,146.7765631,467.693593,144.8473819,490,199,2.115577783,5608,5608,-0.038823215,0.940337814,6296.786222,31.31909218,153.5042511,52.22863318,369.202,0.87625,0.016780343,2401,498.7777778,36,144,294,25.35306249,95.97961473,9212.086445,1,1,0.076439596,0.495469292,0.915803305,0.772158991,0.293728731,2.842499309,0.543679113,-0.456289288,0.902103253,0.780053697,6.321176865,2.461145242,11.27362135,2.946172427
